# Wahner etal, J.Phys.Chem.91, 2734(1987)
#
#           cross section (cm^2) at T(K)
#lambda   204       296       378
# nm  		            
355.44  1.897e-18 2.066e-18 2.514e-18
355.65  1.844e-18 1.995e-18 2.418e-18
355.87  2.003e-18 2.130e-18 2.483e-18
356.08  2.698e-18 2.677e-18 2.840e-18
356.30  3.646e-18 3.250e-18 3.161e-18
356.51  3.806e-18 3.340e-18 3.209e-18
356.73  3.656e-18 3.336e-18 3.234e-18
356.94  3.526e-18 3.287e-18 3.200e-18
357.15  3.220e-18 3.106e-18 3.098e-18
357.37  3.044e-18 3.076e-18 3.115e-18
357.58  3.567e-18 3.636e-18 3.556e-18
357.80  5.388e-18 5.020e-18 4.475e-18
358.01  6.873e-18 5.835e-18 4.957e-18
358.23  6.865e-18 5.941e-18 5.090e-18
358.44  6.649e-18 5.976e-18 5.200e-18
358.66  6.430e-18 5.934e-18 5.247e-18
358.87  6.094e-18 5.873e-18 5.323e-18
359.08  6.539e-18 6.556e-18 5.912e-18
359.30  9.138e-18 8.900e-18 7.673e-18
359.51  1.364e-17 1.187e-17 9.525e-18
359.73  1.460e-17 1.227e-17 9.785e-18
359.94  1.328e-17 1.181e-17 9.685e-18
360.16  1.213e-17 1.116e-17 9.366e-18
360.37  1.024e-17 9.910e-18 8.616e-18
360.58  8.030e-18 8.404e-18 7.702e-18
360.80  6.123e-18 7.025e-18 6.806e-18
361.01  4.665e-18 5.829e-18 5.994e-18
